P_E_base,P_E_patch_A,P_E_patch_C,P_O_base,P_O_patch_A,P_O_patch_C,P_rest_base,P_rest_patch_A,P_rest_patch_C,active_latent_count,active_latent_frac,aligned_spans,all_arms_success,analysis_included,base_margin,base_pred,clt_delta_cosine_raw_C,clt_delta_cosine_raw_D,clt_delta_norm_C,clt_delta_norm_D,clt_delta_norm_ratio_C,clt_delta_norm_ratio_D,dPE_A,dPE_C,dPO_A,dPO_C,dPrest_A,dPrest_C,d_BA,d_CA,d_CA_logPE,d_CA_logPO,d_CCp,d_DA,d_DDp,decomp_exp_delta_logit_target_mean_A,decomp_exp_delta_logit_target_mean_C,decomp_exp_delta_logprob_target_mean_A,decomp_exp_delta_logprob_target_mean_C,decomp_exp_delta_logz_mean_A,decomp_exp_delta_logz_mean_C,decomp_exp_kl_base_to_patch_mean_A,decomp_exp_kl_base_to_patch_mean_C,decomp_exp_rms_logit_change_mean_A,decomp_exp_rms_logit_change_mean_C,decomp_other_delta_logit_target_mean_A,decomp_other_delta_logit_target_mean_C,decomp_other_delta_logprob_target_mean_A,decomp_other_delta_logprob_target_mean_C,decomp_other_delta_logz_mean_A,decomp_other_delta_logz_mean_C,decomp_other_kl_base_to_patch_mean_A,decomp_other_kl_base_to_patch_mean_C,decomp_other_rms_logit_change_mean_A,decomp_other_rms_logit_change_mean_C,delta_score_exp_A,delta_score_exp_B,delta_score_exp_C,delta_score_exp_CI,delta_score_exp_Cp,delta_score_exp_D,delta_score_exp_Dp,delta_score_exp_RI,delta_score_other_A,delta_score_other_B,delta_score_other_C,delta_score_other_CI,delta_score_other_Cp,delta_score_other_D,delta_score_other_Dp,delta_score_other_RI,direction,dlogPE_A,dlogPE_C,dlogPO_A,dlogPO_C,donor_expected_label,donor_span_len,effect_A,effect_B,effect_C,effect_CI,effect_Cp,effect_D,effect_Dp,effect_RI,error_A,error_B,error_C,error_CI,error_Cp,error_D,error_Dp,error_RI,fidelity_cosine,fidelity_rel_l2,fidelity_rel_mse,fidelity_rel_mse_warn,gate_activation_pass,gate_activation_ratio,gate_clt_effect_abs_diff_C,gate_clt_effect_abs_diff_D,gate_clt_equiv_pass,gate_identity_abs_effect_clt,gate_identity_abs_effect_raw,gate_identity_pass,gate_margin_abs_diff,gate_margin_pass,gate_score_abs_diff_exp,gate_score_abs_diff_other,gate_score_pass,invariant_all_pass,layer,other_label,pair_id,primary_base_logodds_residual,primary_cancellation_pass,primary_cancellation_pass_flag,primary_candidate_count_equal,primary_candidate_count_expected,primary_candidate_count_other,primary_delta_m_from_logodds_A,primary_delta_m_from_logodds_C,primary_delta_m_residual_A,primary_delta_m_residual_C,primary_expected_all_single,primary_labels_binary,primary_logodds_applicable,primary_logodds_applicable_flag,primary_logodds_reason,primary_no_duplicates_expected,primary_no_duplicates_other,primary_other_all_single,primary_same_scored_position,primary_static_applicable,primary_token_sets_disjoint,raw_delta_norm,raw_delta_norm_small,receiver_expected_label,receiver_span_len,recon_norm_ratio,sign_agree_BA,sign_agree_CA,sign_agree_CCp,sign_agree_DA,sign_agree_DDp,success_A,success_B,success_C,success_CI,success_Cp,success_D,success_Dp,success_RI,target,target_occurrence
0.00012650683115125158,0.00016886988293629893,0.00018711293649427806,0.020296217175414355,0.018860426092645183,0.02166420220866033,0.9795772759934345,0.9809707040244185,0.9781486848548454,45,0.00274658203125,True,True,True,-5.077893493721368,river,0.4497343260570847,0.4497343260570847,22.130306243896484,22.130306243896484,0.589636400540268,0.589636400540268,4.236305178504735e-05,6.060610534302648e-05,-0.0014357910827691722,0.001367985033245974,0.0013934280309840785,-0.0014285911385890637,1.0675290198491894e-06,-0.03601148309009883,0.10258387810327818,0.138595361193377,0.0,-0.03601518008122451,8.34058945375915e-06,-0.4155611991882324,0.11588811874389648,0.4430022798676987,0.39425830112249294,-0.8585634790559276,-0.27837018237860356,0.012564177826772658,0.015096101124337478,0.4812440999064727,0.20839336887969526,-0.8758888244628906,-0.0812063217163086,-0.017325345406960402,0.19716386066228786,-0.8585634790559276,-0.27837018237860356,0.012564177826772658,0.015096101124337478,0.4812440999064727,0.20839336887969526,0.2888321870207111,0.28883416618285374,0.3914160651239893,0.0,0.3914160651239893,0.39141551538312847,0.39141154702004677,0.0,-0.07336865329535058,-0.07336774166222781,0.06522670789802643,0.0,0.06522670789802643,0.06522985514829127,0.06523422737466333,0.0,a_to_b,0.2888321870207111,0.3914160651239893,-0.07336865329535014,0.06522670789802687,finance,1,0.3622008403160617,0.36220190784508155,0.3261893572259629,0.0,0.3261893572259629,0.3261856602348372,0.32617731964538343,0.0,,,,,,,,,0.8749514331671318,0.4860697352758415,0.2362637897868146,True,True,1.0640125734561955e-08,0.0,8.34058945375915e-06,True,0.0,0.0,True,1.0675290198491894e-06,True,1.9791621426179518e-06,9.116331227687624e-07,True,True,4,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,0.36220084031606126,0.32618935722596243,4.440892098500626e-16,4.440892098500626e-16,True,True,True,1.0,ok,True,True,True,True,True,True,37.53212356567383,False,river,1,0.8324793556059152,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.00012650683115125158,0.0001505750045455385,0.00016059831945693502,0.020296217175414355,0.02416235731057286,0.022973755654956636,0.9795772759934345,0.9756870676848817,0.9768656460255865,75,0.00457763671875,True,True,True,-5.077893493721368,river,0.5244847260988886,0.5244847844516968,27.751705169677734,27.751705169677734,0.7363105884620087,0.7363105884620087,2.4068173394286912e-05,3.409148830568344e-05,0.0038661401351585065,0.002677538479542281,-0.0038902083085528005,-0.002711629967848017,7.283966956705967e-06,0.1148884413492981,0.0644450081866772,-0.05044343316262312,0.0,0.11488995187285145,-4.5508218988743465e-06,0.8332533836364746,0.8041558265686035,0.31616320800722875,0.5168865204451869,0.5170901756292423,0.2872693061234095,0.027459196412885356,0.015098379586804375,0.5471541484197586,0.3428189370946078,0.6389408111572266,0.2500152587890625,0.12185063552797981,-0.037254047334353224,0.5170901756292423,0.2872693061234095,0.027459196412885356,0.015098379586804375,0.5471541484197586,0.3428189370946078,0.17416502121242772,0.17415923384016452,0.23861002939910314,0.0,0.23861002939910314,0.2386094684412985,0.23859695677519888,0.0,0.17436141646428993,0.17434834512507003,0.12391798330166726,0.0,0.12391798330166726,0.12391591182030925,0.12389884933231077,0.0,a_to_b,0.17416502121242594,0.23861002939910314,0.17436141646429038,0.12391798330166726,finance,1,-0.00019639525186221363,-0.00018911128490550766,0.11469204609743588,0.0,0.11469204609743588,0.11469355662098923,0.11469810744288811,0.0,,,,,,,,,0.8188396138919889,0.5742649142220985,0.3297801776753178,True,True,9.087393467348938e-09,0.0,4.5508218988743465e-06,True,0.0,0.0,True,7.283966956705967e-06,True,5.787372263199586e-06,1.3071339219905553e-05,True,True,8,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,-0.00019639525186443407,0.11469204609743588,2.220446049250313e-15,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.690216064453125,False,river,1,0.8355290238739587,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.00012650683115125158,0.00013576189564288026,0.00011894162481792509,0.020296217175414355,0.022084779901331522,0.01936855123671233,0.9795772759934345,0.9777794582030256,0.9805125071384697,168,0.01025390625,True,True,True,-5.077893493721368,river,0.6475571231682283,0.6475571231682283,43.454132080078125,43.454132080078125,0.8380084553867558,0.8380084553867558,9.255064491628677e-06,-7.565206333326496e-06,0.0017885627259171671,-0.0009276659387020235,-0.0017978177904088843,0.0009352311450352424,-1.223666414773561e-05,-0.0010317604366827382,-0.13226975901491045,-0.1312379985782286,0.0,-0.0010329386628065151,-9.369650057600154e-06,0.4645843505859375,0.4546809196472168,0.1140161159233255,0.12105459857153278,0.35056823466261733,0.333626321075684,0.020744191870811862,0.008706722906051248,0.4355735766971495,0.42692566933252174,0.3615074157714844,0.31787681579589844,0.010939181108871487,-0.01574950527978558,0.35056823466261733,0.333626321075684,0.020744191870811862,0.008706722906051248,0.4355735766971495,0.42692566933252174,0.07060627611477521,0.07060705746447837,-0.061663482900135236,0.0,-0.061663482900135236,-0.061667326654594845,-0.06165693361064584,0.0,0.08445415637436149,0.08446717438821238,-0.04678384220386622,0.0,-0.04678384220386622,-0.046786507732202054,-0.046785484338310646,0.0,a_to_b,0.07060627611477521,-0.061663482900135236,0.08445415637436149,-0.04678384220386711,finance,1,-0.013847880259586276,-0.013860116923734012,-0.014879640696269014,0.0,-0.014879640696269014,-0.014880818922392791,-0.014871449272335191,0.0,,,,,,,,,0.9080665791688063,0.41921832773491635,0.17574391922653518,True,True,8.653281820827106e-09,0.0,9.369650057600154e-06,True,0.0,0.0,True,1.223666414773561e-05,True,7.813497031605721e-07,1.3018013850896182e-05,True,True,12,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,-0.013847880259586276,-0.014879640696268126,0.0,-8.881784197001252e-16,True,True,True,1.0,ok,True,True,True,True,True,True,51.85404968261719,False,river,1,0.8899411184035553,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610374369454927e-05,0.00011275494871960343,5.094300672000933e-05,0.00029752868090888334,0.00022859469714731144,0.0002117180885971633,0.9996063675753966,0.999658650354133,0.9997373389046827,48,0.0029296875,True,True,True,-1.1300823552990202,finance,0.4497343260570847,0.4497343260570847,22.130306243896484,22.130306243896484,0.589636400540268,0.589636400540268,1.6651205025054158e-05,-4.516073697453994e-05,-6.89339837615719e-05,-8.581059231172004e-05,5.2282778736478797e-05,0.00013097132928618915,6.325605458101791e-06,-0.7178144409213747,-0.7945093759579738,-0.07669493503659908,0.0,-0.7178231824503385,-1.744645072676576e-05,0.3490867614746094,-0.4379901885986328,0.10454508087468994,-0.6742849389512848,0.24454168059991943,0.23629475035266267,0.0325078125141284,0.030045637674048418,0.542970710538966,0.46097128387802955,0.13748741149902344,0.17348194122314453,-0.107054269100896,-0.06281280912950749,0.24454168059991943,0.23629475035266267,0.0325078125141284,0.030045637674048418,0.542970710538966,0.46097128387802955,0.15978859704628157,0.15978263997897812,-0.634720778911694,0.0,-0.634720778911694,-0.6347515754745228,-0.6347388022459768,0.0,-0.26356007274452153,-0.2635723554172831,-0.3402550077811224,0.0,-0.3402550077811224,-0.3402770628149874,-0.34028173603716816,0.0,b_to_a,0.1597885970462798,-0.634720778911694,-0.2635600727445233,-0.3402550077811224,river,1,0.4233486697908031,0.4233549953962612,-0.2944657711305716,0.0,-0.2944657711305716,-0.2944745126595354,-0.2944570662088086,0.0,,,,,,,,,0.8877548953375902,0.4614839054932333,0.21296734968613593,True,True,1.0195817395326326e-08,0.0,1.744645072676576e-05,True,0.0,0.0,True,6.325605458101791e-06,True,5.957067303441477e-06,1.2282672761543267e-05,True,True,4,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.4233486697908031,-0.2944657711305716,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.53212356567383,False,finance,1,0.8549539616864057,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610374369454927e-05,0.00010605457196758809,0.00012000686688223774,0.00029752868090888334,0.00021100950423866686,0.00025687374397464363,0.9996063675753966,0.9996829359237938,0.9996231193891432,56,0.00341796875,True,True,True,-1.1300823552990202,finance,0.5244847260988886,0.5244847260988886,27.751705169677734,27.751705169677734,0.7363105884620087,0.7363105884620087,9.950828273038817e-06,2.3903123187688462e-05,-8.651917667021648e-05,-4.0654936934239713e-05,7.656834839719906e-05,1.675181374660717e-05,1.035980748653742e-05,-0.07308634570742001,0.12359517364792438,0.1966815193553444,0.0,-0.07307542179475313,-2.7928207124716664e-06,0.44743919372558594,0.9605922698974609,0.07153268146827685,0.5100831677059734,0.37590651225730554,0.4505091021915071,0.03825370338280915,0.008157167054218002,0.4250026550464627,0.36152761762680374,-0.025503158569335938,-0.07405757904052734,-0.401409670826645,-0.5245666812320149,0.37590651225730554,0.4505091021915071,0.03825370338280915,0.008157167054218002,0.4250026550464627,0.36152761762680374,0.0985255200592583,0.09852799410274393,0.22212069370718446,0.0,0.22212069370718446,0.22215349759179936,0.22213996428870786,0.0,-0.34360745050852337,-0.3436153362725243,-0.1469259311531772,0.0,-0.1469259311531772,-0.14690405118122918,-0.14692037730503316,0.0,b_to_a,0.0985255200592583,0.22212069370718268,-0.34360745050852337,-0.14692593115317898,river,1,0.44213297056778167,0.4421433303752682,0.36904662486036166,0.0,0.36904662486036166,0.36905754877302854,0.369060341593741,0.0,,,,,,,,,0.8116084180270373,0.5843753663228682,0.3414945475022335,True,True,8.072119276602058e-09,0.0,2.7928207124716664e-06,True,0.0,0.0,True,1.035980748653742e-05,True,2.47404348563407e-06,7.88576400090335e-06,True,True,8,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.44213297056778167,0.36904662486036166,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.690216064453125,False,finance,1,0.7973688222470335,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610374369454927e-05,8.928258803402394e-05,7.838114202326368e-05,0.00029752868090888334,0.00020192336392376543,0.0002042455240102936,0.9996063675753966,0.9997087940480422,0.9997173733339664,140,0.008544921875,True,True,True,-1.1300823552990202,finance,0.6475571231682283,0.6475570663212945,43.454132080078125,43.45413589477539,0.8380084553867558,0.8380085289527991,-6.82115566052533e-06,-1.7722601671285593e-05,-9.560531698511791e-05,-9.328315689858974e-05,0.00010242647264568916,0.00011100575856981543,-4.1925537583864525e-06,-0.14165770337341144,-0.1302231230436277,0.011434580329781951,0.0,-0.14165718292901985,3.266105721877466e-06,0.6304159164428711,0.12273311614990234,0.0067877842545147615,-0.04508225001377042,0.6236281321883368,0.16781536616364434,0.07439259059989321,0.03957430285878614,0.46755811280085613,0.412550693136737,0.32427978515625,-0.4549589157104492,-0.29934834703210633,-0.622774281874122,0.6236281321883368,0.16781536616364434,0.07439259059989321,0.03957430285878614,0.46755811280085613,0.412550693136737,-0.07362178540712883,-0.07362222923457118,-0.20384490845075653,0.0,-0.20384490845075653,-0.20386517122915393,-0.20386230179213705,0.0,-0.38762238785538017,-0.38761863912906414,-0.37618780752559644,0.0,-0.37618780752559644,-0.3762085907483854,-0.37620245520564666,0.0,b_to_a,-0.07362178540712705,-0.20384490845075476,-0.3876223878553784,-0.37618780752559644,river,1,0.31400060244825134,0.31399640989449296,0.1723428990748399,0.0,0.1723428990748399,0.1723434195192315,0.1723401534135096,0.0,,,,,,,,,0.8984205440313231,0.4394331479442424,0.19310151661854916,True,True,7.677461225201663e-09,0.0,3.266105721877466e-06,True,0.0,0.0,True,4.1925537583864525e-06,True,4.438274423534949e-07,3.7487263160329576e-06,True,True,12,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.31400060244825134,0.17234289907484168,0.0,-1.7763568394002505e-15,True,True,True,1.0,ok,True,True,True,True,True,True,51.85404968261719,False,finance,1,0.8822605040417284,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.7263466836757454e-05,9.985025069120479e-05,7.445405522617905e-05,0.06858952986581644,0.08627753999964637,0.062147669530468394,0.9313532066673468,0.9136226097496624,0.9377778764143054,51,0.00311279296875,True,True,True,-7.088232332840639,river,0.4563823872010459,0.4563823872010459,21.020416259765625,21.020416259765625,0.5739900859613897,0.5739900859613897,4.2586783854447335e-05,1.7190588389421593e-05,0.017688010133829923,-0.006441860335348049,-0.017730596917684416,0.0064246697469586556,4.6407642004808736e-06,0.03456664576574742,-0.29348934376748836,-0.32805598953323845,0.0,0.03455536519949387,-9.032905597727847e-06,0.9519205093383789,1.0012998580932617,1.0471598233407153,0.8258807472743417,-0.09523931400234531,0.17541911081892891,0.04116117257220068,0.010131127355721309,0.39284713949048494,0.20866359883692612,0.46392822265625,0.14340972900390625,0.5591675366585855,-0.032009381815012894,-0.09523931400234531,0.17541911081892891,0.04116117257220068,0.010131127355721309,0.39284713949048494,0.20866359883692612,0.5560087271746479,0.5560037693626949,0.26251938340715775,0.0,0.26251938340715775,0.2625081112656762,0.2625059502716205,0.0,0.22942941206781864,0.22941981349166518,-0.09862657746541892,0.0,-0.09862657746541892,-0.09862656904064693,-0.09863776294030036,0.0,a_to_b,0.5560087271746443,0.26251938340715597,0.22942941206781908,-0.09862657746541936,finance,1,0.32657931510682925,0.32658395587102973,0.36114596087257667,0.0,0.36114596087257667,0.3611346803063231,0.36114371321192085,0.0,,,,,,,,,0.895803904901938,0.44567526211711667,0.1986265510236371,True,True,1.0105524868227263e-08,0.0,9.032905597727847e-06,True,0.0,0.0,True,4.6407642004808736e-06,True,4.957811952976954e-06,9.598576153457827e-06,True,True,4,river,bank-lex-1,-8.881784197001252e-16,True,1.0,True,3,3,0.32657931510682525,0.36114596087257533,3.9968028886505635e-15,1.3322676295501878e-15,True,True,True,1.0,ok,True,True,True,True,True,True,36.62156677246094,False,river,1,0.8627675019592915,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.7263466836757454e-05,0.00010877704973616983,6.197555125464161e-05,0.06858952986581644,0.10630673450440342,0.09274569083589382,0.9313532066673468,0.8935844884458604,0.9071923336128516,53,0.00323486328125,True,True,True,-7.088232332840639,river,0.4093970415577695,0.409397082861725,18.905282974243164,18.90528106689453,0.5217415357787639,0.5217414831404085,5.151358289941238e-05,4.71208441788416e-06,0.03771720463858698,0.024156160970077376,-0.03776871822148642,-0.024160873054495213,-8.38353389820412e-06,-0.4260930028931984,-0.5625603995737762,-0.13646739668057783,0.0,-0.4260731225065113,-1.1143356886123001e-06,1.2355775833129883,0.5378046035766602,1.2752561391137078,0.38973439686195377,-0.039678555800712445,0.1480702067147135,0.10696769068308107,0.03958532663815483,0.4527605850393097,0.30941731268916683,0.7650976181030273,0.6836566925048828,0.8047761739037465,0.5355864857901755,-0.039678555800712445,0.1480702067147135,0.10696769068308107,0.03958532663815483,0.4527605850393097,0.30941731268916683,0.6416375288838871,0.641621108440873,0.0790771293101109,0.0,0.0790771293101109,0.07908955198373668,0.07908663743138789,0.0,0.4381887398778668,0.4381807029687508,0.30172134319728894,0.0,0.30172134319728894,0.3017138854842276,0.3017098565961902,0.0,a_to_b,0.6416375288838854,0.07907712931010913,0.4381887398778672,0.3017213431972894,finance,1,0.20344878900602037,0.20344040547212217,-0.22264421388717803,0.0,-0.22264421388717803,-0.22262433350049093,-0.22262321916480232,0.0,,,,,,,,,0.8278627607507408,0.5611254816182398,0.3148616348781554,True,True,8.387116764397614e-09,0.0,1.1143356886123001e-06,True,0.0,0.0,True,8.38353389820412e-06,True,1.6420443014197872e-05,8.036909115993751e-06,True,True,8,river,bank-lex-1,-8.881784197001252e-16,True,1.0,True,3,3,0.20344878900601815,-0.22264421388718025,2.220446049250313e-15,2.220446049250313e-15,True,True,True,1.0,ok,True,True,True,True,True,True,36.23495864868164,False,river,1,0.8130879737936628,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.7263466836757454e-05,6.267468162561275e-05,4.738134060039592e-05,0.06858952986581644,0.06707245118243141,0.060582377528881036,0.9313532066673468,0.932864874135943,0.9393702411305185,151,0.00921630859375,True,True,True,-7.088232332840639,river,0.6306549576534354,0.6306549576534354,37.79765319824219,37.79765319824219,0.8221820921904456,0.8221820921904456,5.411214788855301e-06,-9.882126236361531e-06,-0.0015170786833850342,-0.008007152336935407,0.0015116674685962117,0.008017034463171702,-5.385660386991731e-06,-0.17795972614495437,-0.27972907128680724,-0.10176934514185332,0.0,-0.1779591132861622,-4.110037146176637e-07,-0.33768749237060547,-1.3512296676635742,0.12690428470686044,-0.7441906505493936,-0.46459177707748367,-0.6070390171141788,0.015341052158238808,0.03133357592200101,0.39063666938086467,0.38164416139762625,-0.31038951873779297,-0.9090099334716797,0.15420225833967294,-0.30197091635749906,-0.46459177707748367,-0.6070390171141788,0.015341052158238808,0.03133357592200101,0.39063666938086467,0.38164416139762625,0.09029472090251467,0.09028318987247452,-0.18943435038429257,0.0,-0.18943435038429257,-0.18943445787339996,-0.1894203221329427,0.0,-0.022366501147396356,-0.02237264651704951,-0.12413584628924923,0.0,-0.12413584628924923,-0.12413656663714878,-0.12412284190040612,0.0,a_to_b,0.09029472090251289,-0.18943435038429435,-0.022366501147395912,-0.12413584628924923,finance,1,0.11266122204991103,0.11265583638952403,-0.06529850409504334,0.0,-0.06529850409504334,-0.06529789123625118,-0.06529748023253656,0.0,,,,,,,,,0.902169754396152,0.43192066983204297,0.18655539649035716,True,True,7.4251517777755155e-09,0.0,4.110037146176637e-07,True,0.0,0.0,True,5.385660386991731e-06,True,1.1531030040146106e-05,6.1453696531543756e-06,True,True,12,river,bank-lex-1,-8.881784197001252e-16,True,1.0,True,3,3,0.1126612220499088,-0.06529850409504512,2.220446049250313e-15,1.7763568394002505e-15,True,True,True,1.0,ok,True,True,True,True,True,True,45.97236251831055,False,river,1,0.8805895716739552,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.0002500393318954337,0.00020441557893304446,0.00033189522331446915,0.004735777169342401,0.002745953426634547,0.002084667453386599,0.9950141834987623,0.9970496309944324,0.9975834373232989,53,0.00323486328125,True,True,True,-2.941282891995413,finance,0.4563823872010459,0.4563823872010459,21.020416259765625,21.020416259765625,0.5739900859613897,0.5739900859613897,-4.562375296238922e-05,8.185589141903546e-05,-0.0019898237427078544,-0.002651109715955802,0.002035447495670195,0.0025692538245366547,-3.7305931279263405e-05,0.7601832523947234,0.4846642533832686,-0.27551899901145394,0.0,0.7601710354992379,2.1238937559786564e-06,0.33271026611328125,0.47520923614501953,0.16635932741884396,0.2922452340921087,0.1663509386944355,0.18296400205288776,0.0713670458102644,0.13836402700994704,0.5334077204723964,0.3603104373921284,-0.3382997512817383,-0.6522026062011719,-0.5046506899761756,-0.8351666082540827,0.1663509386944355,0.18296400205288776,0.0713670458102644,0.13836402700994704,0.5334077204723964,0.3603104373921284,-0.20146315977214257,-0.20149349876588118,0.2832010936111278,0.0,0.2832010936111278,0.2832013394507893,0.2831987778474101,0.0,-0.5450174993196066,-0.545010532382066,-0.8205364983310597,0.0,-0.8205364983310597,-0.8205240355959127,-0.8205244733055359,0.0,b_to_a,-0.20146315977214257,0.283201093611126,-0.5450174993196066,-0.8205364983310606,river,1,0.34355433954746406,0.3435170336161848,1.1037375919421875,0.0,1.1037375919421875,1.103725375046702,1.103723251152946,0.0,,,,,,,,,0.9128986311563148,0.4085120674327433,0.16688212231372412,True,True,1.0203425988440373e-08,0.0,2.1238937559786564e-06,True,0.0,0.0,True,3.7305931279263405e-05,True,3.0338993738610043e-05,6.966937540653362e-06,True,True,4,finance,bank-lex-1,8.881784197001252e-16,True,1.0,True,3,3,0.34355433954746406,1.1037375919421866,0.0,8.881784197001252e-16,True,True,True,1.0,ok,True,True,True,True,True,True,36.62156677246094,False,finance,1,0.8966007046195273,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
