P_E_base,P_E_patch_A,P_E_patch_C,P_O_base,P_O_patch_A,P_O_patch_C,P_rest_base,P_rest_patch_A,P_rest_patch_C,active_latent_count,active_latent_frac,aligned_spans,all_arms_success,analysis_included,base_margin,base_pred,clt_delta_cosine_raw_C,clt_delta_cosine_raw_D,clt_delta_norm_C,clt_delta_norm_D,clt_delta_norm_ratio_C,clt_delta_norm_ratio_D,dPE_A,dPE_C,dPO_A,dPO_C,dPrest_A,dPrest_C,d_BA,d_CA,d_CA_logPE,d_CA_logPO,d_CCp,d_DA,d_DDp,decomp_exp_delta_logit_target_mean_A,decomp_exp_delta_logit_target_mean_C,decomp_exp_delta_logprob_target_mean_A,decomp_exp_delta_logprob_target_mean_C,decomp_exp_delta_logz_mean_A,decomp_exp_delta_logz_mean_C,decomp_exp_kl_base_to_patch_mean_A,decomp_exp_kl_base_to_patch_mean_C,decomp_exp_rms_logit_change_mean_A,decomp_exp_rms_logit_change_mean_C,decomp_other_delta_logit_target_mean_A,decomp_other_delta_logit_target_mean_C,decomp_other_delta_logprob_target_mean_A,decomp_other_delta_logprob_target_mean_C,decomp_other_delta_logz_mean_A,decomp_other_delta_logz_mean_C,decomp_other_kl_base_to_patch_mean_A,decomp_other_kl_base_to_patch_mean_C,decomp_other_rms_logit_change_mean_A,decomp_other_rms_logit_change_mean_C,delta_score_exp_A,delta_score_exp_B,delta_score_exp_C,delta_score_exp_CI,delta_score_exp_Cp,delta_score_exp_D,delta_score_exp_Dp,delta_score_exp_RI,delta_score_other_A,delta_score_other_B,delta_score_other_C,delta_score_other_CI,delta_score_other_Cp,delta_score_other_D,delta_score_other_Dp,delta_score_other_RI,direction,dlogPE_A,dlogPE_C,dlogPO_A,dlogPO_C,donor_expected_label,donor_span_len,effect_A,effect_B,effect_C,effect_CI,effect_Cp,effect_D,effect_Dp,effect_RI,error_A,error_B,error_C,error_CI,error_Cp,error_D,error_Dp,error_RI,fidelity_cosine,fidelity_rel_l2,fidelity_rel_mse,fidelity_rel_mse_warn,gate_activation_pass,gate_activation_ratio,gate_clt_effect_abs_diff_C,gate_clt_effect_abs_diff_D,gate_clt_equiv_pass,gate_identity_abs_effect_clt,gate_identity_abs_effect_raw,gate_identity_pass,gate_margin_abs_diff,gate_margin_pass,gate_score_abs_diff_exp,gate_score_abs_diff_other,gate_score_pass,invariant_all_pass,layer,other_label,pair_id,primary_base_logodds_residual,primary_cancellation_pass,primary_cancellation_pass_flag,primary_candidate_count_equal,primary_candidate_count_expected,primary_candidate_count_other,primary_delta_m_from_logodds_A,primary_delta_m_from_logodds_C,primary_delta_m_residual_A,primary_delta_m_residual_C,primary_expected_all_single,primary_labels_binary,primary_logodds_applicable,primary_logodds_applicable_flag,primary_logodds_reason,primary_no_duplicates_expected,primary_no_duplicates_other,primary_other_all_single,primary_same_scored_position,primary_static_applicable,primary_token_sets_disjoint,raw_delta_norm,raw_delta_norm_small,receiver_expected_label,receiver_span_len,recon_norm_ratio,sign_agree_BA,sign_agree_CA,sign_agree_CCp,sign_agree_DA,sign_agree_DDp,success_A,success_B,success_C,success_CI,success_Cp,success_D,success_Dp,success_RI,target,target_occurrence
0.00012651077040222043,0.00016887263642815015,0.0001871099105221121,0.02029650243816076,0.01886030358313608,0.021664081724098512,0.979576986791437,0.9809708237804358,0.9781488083653794,45,0.00274658203125,True,True,True,-5.077876410436182,river,0.44973353671677513,0.44973353671677513,22.13026581870905,22.13026581870905,0.5896355883528802,0.5896355883528802,4.236186602592972e-05,6.0599140119891676e-05,-0.0014361988550246792,0.0013675792859377534,0.0013938369889987534,-0.0014281784260575803,0.0,-0.036044894528098226,0.10255140079783587,0.1385962953259341,0.0,-0.036044894528098226,0.0,-0.415472464218575,0.11592122313894393,0.4430023457313901,0.39422471620275346,-0.8584748099499375,-0.2783034930637953,0.012563714256880625,0.015091894763127315,0.4812023800146118,0.2083720455473166,-0.8757973846745877,-0.08117248179413394,-0.01732257472462262,0.19713101126967647,-0.8584748099499375,-0.2783034930637953,0.012563714256880625,0.015091894763127315,0.4812023800146118,0.2083720455473166,0.2888173541353396,0.2888173541353396,0.39136875493317547,-7.90989407306597e-08,0.39136875493317547,0.39136875493317547,0.39136875493317547,0.0,-0.0733892037742434,-0.0733892037742434,0.06520709155169069,-1.0609828873242577e-06,0.06520709155169069,0.06520709155169069,0.06520709155169069,0.0,a_to_b,0.2888173541353396,0.39136875493317547,-0.0733892037742434,0.06520709155169069,finance,1,0.362206557909583,0.362206557909583,0.3261616633814848,9.81883946593598e-07,0.3261616633814848,0.3261616633814848,0.3261616633814848,0.0,,,,,,,,,0.8749515201746575,0.48606965170352207,0.23626370630718935,True,True,0.0,0.0,0.0,True,9.81883946593598e-07,0.0,True,0.0,True,0.0,0.0,True,True,4,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,0.362206557909583,0.3261616633814848,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.532106704293284,False,river,1,0.8324795416107285,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.00012651077040222043,0.00015057662476122607,0.00016059951595263507,0.02029650243816076,0.024162845533578847,0.02297381825536456,0.979576986791437,0.9756865778416599,0.9768655822286828,75,0.00457763671875,True,True,True,-5.077876410436182,river,0.5244842914287687,0.5244842914287687,27.751662494291207,27.751662494291207,0.736309633269901,0.736309633269901,2.406585435900564e-05,3.4088745550414634e-05,0.003866343095418088,0.0026773158172038007,-0.003890408949777102,-0.002711404562754205,0.0,0.11490261229507404,0.06444169826460566,-0.05046091403046793,0.0,0.11490261229507404,0.0,0.8333913549714831,0.8042103579152133,0.31615246348598625,0.5168869655008272,0.5172388914855013,0.2873233924143932,0.0274567877051842,0.015097343105285262,0.5472294553961448,0.3428401608542495,0.639080203182397,0.2500591958357816,0.12184131169690193,-0.03726419657860358,0.5172388914855013,0.2873233924143932,0.0274567877051842,0.015097343105285262,0.5472294553961448,0.3428401608542495,0.17414464318718714,0.17414464318718714,0.2385863414517928,-1.0529269296455368e-06,0.2385863414517928,0.2385863414517928,0.2385863414517928,0.0,0.17436756732216363,0.17436756732216363,0.12390665329169526,-5.487985559327058e-07,0.12390665329169526,0.12390665329169526,0.12390665329169526,0.0,a_to_b,0.17414464318718714,0.2385863414517928,0.17436756732216319,0.12390665329169526,finance,1,-0.00022292413497648766,-0.00022292413497648766,0.11467968816009755,-5.04128373712831e-07,0.11467968816009755,0.11467968816009755,0.11467968816009755,0.0,,,,,,,,,0.8188394940210708,0.5742651082509868,0.3297804145545246,True,True,0.0,0.0,0.0,True,5.04128373712831e-07,0.0,True,0.0,True,0.0,0.0,True,True,8,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,-0.00022292413497604358,0.11467968816009755,-4.440892098500626e-16,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.690207000345715,False,river,1,0.835528757731892,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.00012651077040222043,0.00013576502712692715,0.00011894476879667764,0.02029650243816076,0.022085117622957395,0.019368705609361325,0.979576986791437,0.9777791173499156,0.980512349621842,168,0.01025390625,True,True,True,-5.077876410436182,river,0.6475564584934324,0.6475564584934324,43.45405849807938,43.45405849807938,0.8380090811771991,0.8380090811771991,9.254256724706723e-06,-7.566001605542795e-06,0.0017886151847966367,-0.0009277968287994334,-0.0017978694415213825,0.0009353628304049622,0.0,-0.0010210718705838673,-0.13226639214328983,-0.13124532027270552,0.0,-0.0010210718705838673,0.0,0.46460871958753724,0.45474874143825694,0.1140285215053467,0.12106069626325855,0.3505801980822092,0.3336880451749913,0.02074317141381052,0.008706948100771465,0.4355779667722574,0.42695784240632495,0.36150933809973296,0.31792998876459144,0.010929140017543304,-0.015758056410406063,0.3505801980822092,0.3336880451749913,0.02074317141381052,0.008706948100771465,0.4355779667722574,0.42695784240632495,0.0705982036924091,0.0705982036924091,-0.061668188450880734,9.788045751690788e-08,-0.061668188450880734,-0.061668188450880734,-0.061668188450880734,0.0,0.08445539343813291,0.08445539343813291,-0.04678992683457306,-5.773264835085001e-07,-0.04678992683457306,-0.04678992683457306,-0.04678992683457306,0.0,a_to_b,0.0705982036924091,-0.061668188450880734,0.08445539343813291,-0.046789926834572615,finance,1,-0.013857189745723808,-0.013857189745723808,-0.014878261616307675,6.75206941025408e-07,-0.014878261616307675,-0.014878261616307675,-0.014878261616307675,0.0,,,,,,,,,0.9080664223778704,0.419218192332528,0.17574389278255498,True,True,0.0,0.0,0.0,True,6.75206941025408e-07,0.0,True,0.0,True,0.0,0.0,True,True,12,river,bank-lex-0,8.881784197001252e-16,True,1.0,True,3,3,-0.013857189745723808,-0.01487826161630812,0.0,4.440892098500626e-16,True,True,True,1.0,ok,True,True,True,True,True,True,51.85392315443287,False,river,1,0.8899412952693464,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610657421257307e-05,0.00011275594267790308,5.0943271947412116e-05,0.0002975313838300748,0.0002285929671805847,0.0002117189764777075,0.9996063620419574,0.9996586510901415,0.9997373377515748,48,0.0029296875,True,True,True,-1.130061987530798,finance,0.44973353671677513,0.44973353671677513,22.13026581870905,22.13026581870905,0.5896355883528802,0.5896355883528802,1.6649368465330007e-05,-4.5163302265160954e-05,-6.893841664949008e-05,-8.581240735236728e-05,5.228904818410651e-05,0.00013097570961739802,0.0,-0.7178298112946404,-0.7945129847849479,-0.07668317349030751,0.0,-0.7178298112946404,0.0,0.34912484362591734,-0.4379739178179598,0.10453212588794614,-0.6742912965478656,0.24459271773801206,0.23631737872995373,0.03251095894163555,0.030050048398674315,0.5429636789731371,0.4609745947561469,0.13750136204478558,0.1734730913130189,-0.10709135569318562,-0.06284428741688686,0.24459271773801206,0.23631737872995373,0.03251095894163555,0.030050048398674315,0.5429636789731371,0.4609745947561469,0.15976795991466375,0.15976795991466375,-0.6347450248702842,-8.97715050740544e-07,-0.6347450248702842,-0.6347450248702842,-0.6347450248702842,0.0,-0.26357672513949026,-0.26357672513949026,-0.3402598986297978,-3.9293436771004053e-07,-0.3402598986297978,-0.3402598986297978,-0.3402598986297978,0.0,b_to_a,0.15976795991466375,-0.6347450248702842,-0.26357672513949026,-0.3402598986297978,river,1,0.423344685054154,0.423344685054154,-0.2944851262404864,-5.047806830305035e-07,-0.2944851262404864,-0.2944851262404864,-0.2944851262404864,0.0,,,,,,,,,0.8877547526933897,0.46148394084967925,0.21296742766215573,True,True,0.0,0.0,0.0,True,5.047806830305035e-07,0.0,True,0.0,True,0.0,0.0,True,True,4,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.423344685054154,-0.2944851262404864,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.532106704293284,False,finance,1,0.8549534022355427,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610657421257307e-05,0.00010605484173886013,0.00012000872754933947,0.0002975313838300748,0.0002110080139600635,0.00025687063201622833,0.9996063620419574,0.9996829371443011,0.9996231206404345,56,0.00341796875,True,True,True,-1.130061987530798,finance,0.5244842914287687,0.5244842914287687,27.751662494291207,27.751662494291207,0.736309633269901,0.736309633269901,9.94826752628706e-06,2.3902153336766396e-05,-8.65233698700113e-05,-4.0660751813846455e-05,7.657510234371223e-05,1.67585984770513e-05,0.0,-0.07306833268086521,0.12360813450047914,0.19667646718134435,0.0,-0.07306833268086521,0.0,0.4474531164202187,0.9606112069998218,0.07151792319825034,0.5101020325210364,0.37593519322198077,0.4505091744787819,0.03825781883327272,0.008158062330975893,0.42500190108259855,0.3615270836774602,-0.02549609195207303,-0.07407680840695186,-0.40143128517404136,-0.5245859828857373,0.37593519322198077,0.4505091744787819,0.03825781883327272,0.008158062330975893,0.42500190108259855,0.3615270836774602,0.09849861145792005,0.09849861145792005,0.2221067459583992,-2.3542695970490968e-07,0.2221067459583992,0.2221067459583992,0.2221067459583992,0.0,-0.34362359767941264,-0.34362359767941264,-0.1469471304980683,2.708929258687931e-08,-0.1469471304980683,-0.1469471304980683,-0.1469471304980683,0.0,b_to_a,0.09849861145792005,0.2221067459583992,-0.34362359767941264,-0.1469471304980683,river,1,0.4421222091373327,0.4421222091373327,0.3690538764564675,-2.62516252291789e-07,0.3690538764564675,0.3690538764564675,0.3690538764564675,0.0,,,,,,,,,0.8116084153625696,0.584375347829448,0.34149454715079613,True,True,0.0,0.0,0.0,True,2.62516252291789e-07,0.0,True,0.0,True,0.0,0.0,True,True,8,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.4421222091373327,0.3690538764564675,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,37.690207000345715,False,finance,1,0.7973687862193048,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
9.610657421257307e-05,8.928256524971503e-05,7.838113072806708e-05,0.0002975313838300748,0.00020191958154234317,0.00020424375898154618,0.9996063620419574,0.9997087978532079,0.9997173751102904,140,0.008544921875,True,True,True,-1.130061987530798,finance,0.6475564584934324,0.6475564584934324,43.45405849807938,43.45405849807938,0.8380090811771991,0.8380090811771991,-6.824008962858045e-06,-1.7725443484505992e-05,-9.561180228773161e-05,-9.328762484852861e-05,0.00010243581125046752,0.00011101306833294355,0.0,-0.14166768249043749,-0.13022301195645802,0.011444670533979462,0.0,-0.14166768249043749,0.0,0.6304563550377278,0.12277977077940605,0.006768157775763228,-0.04508402927335098,0.6236881972619628,0.16786380005274282,0.07439695280172179,0.03957673409757963,0.46755538594331075,0.4125410159435718,0.3242941024320043,-0.4549494557701266,-0.29939409482996027,-0.6228132558228836,0.6236881972619628,0.16786380005274282,0.07439695280172179,0.03957673409757963,0.46755538594331075,0.4125410159435718,-0.07365149290088446,-0.07365149290088446,-0.2038745048573425,7.28473175115596e-08,-0.2038745048573425,-0.2038745048573425,-0.2038745048573425,0.0,-0.3876502043302139,-0.3876502043302139,-0.37620553379623445,6.570528974236822e-07,-0.37620553379623445,-0.37620553379623445,-0.37620553379623445,0.0,b_to_a,-0.07365149290088446,-0.2038745048573425,-0.3876502043302139,-0.37620553379623445,river,1,0.31399871142932945,0.31399871142932945,0.17233102893889196,-5.842055799121226e-07,0.17233102893889196,0.17233102893889196,0.17233102893889196,0.0,,,,,,,,,0.8984205590692625,0.4394333267568426,0.1931016486645894,True,True,0.0,0.0,0.0,True,5.842055799121226e-07,0.0,True,0.0,True,0.0,0.0,True,True,12,finance,bank-lex-0,0.0,True,1.0,True,3,3,0.31399871142932945,0.17233102893889196,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,51.85392315443287,False,finance,1,0.882260434598319,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.72616081713478e-05,9.984855025522803e-05,7.445030385693589e-05,0.06858800675277658,0.08627693723348275,0.062147727872611094,0.9313547316390521,0.913623214216262,0.937777821823532,51,0.00311279296875,True,True,True,-7.0882425850538855,river,0.4563828189419448,0.45638281894194477,21.020444861540494,21.02044486154049,0.573990678361662,0.5739906783616618,4.258694208388023e-05,1.7188695685588088e-05,0.01768893048070616,-0.00644027888016549,-0.01773151742279011,0.0064230901844798405,0.0,0.03452536432805253,-0.2935227000524172,-0.3280480643804693,0.0,0.03452536432805253,0.0,0.9519707196706539,1.0013710122007042,1.0471667532620206,0.8258796684873371,-0.09519603359139595,0.17549134371333963,0.04116297026641395,0.010130929781959987,0.39286008150383017,0.2086803094035542,0.46397549860394705,0.14349233536441552,0.5591715321953128,-0.03199900834895075,-0.09519603359139595,0.17549134371333963,0.04116297026641395,0.010130929781959987,0.39286008150383017,0.2086803094035542,0.5560241558308103,0.5560241558308103,0.2625014557783931,-2.4196374130980303e-06,0.2625014557783931,0.2625014557783931,0.2625014557783931,0.0,0.22944463213078325,0.22944463213078325,-0.09860343224968648,-1.2614120921128347e-06,-0.09860343224968648,-0.09860343224968648,-0.09860343224968648,0.0,a_to_b,0.5560241558308103,0.2625014557783931,0.22944463213078325,-0.09860343224968604,finance,1,0.3265795237000271,0.3265795237000271,0.3611048880280796,-1.1582253209851956e-06,0.3611048880280796,0.3611048880280796,0.3611048880280796,0.0,,,,,,,,,0.8958038558253456,0.44567572153942725,0.19862684876969408,True,True,0.0,0.0,0.0,True,1.1582253209851956e-06,0.0,True,0.0,True,0.0,0.0,True,True,4,river,bank-lex-1,0.0,True,1.0,True,3,3,0.3265795237000271,0.36110488802807916,0.0,4.440892098500626e-16,True,True,True,1.0,ok,True,True,True,True,True,True,36.62157880601654,False,river,1,0.8627675594037857,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.72616081713478e-05,0.00010877395658537139,6.197410111620318e-05,0.06858800675277658,0.10630467155233198,0.09274333601032825,0.9313547316390521,0.8935865544910826,0.9071946898885556,53,0.00323486328125,True,True,True,-7.0882425850538855,river,0.4093975345975021,0.4093975345975021,18.905293022904218,18.905293022904218,0.5217420538162897,0.5217420538162897,5.151234841402359e-05,4.712492944855377e-06,0.03771666479955539,0.024155329257551664,-0.03776817714796954,-0.024160041750496575,0.0,-0.42608198101496786,-0.5625553623066768,-0.13647338129170894,0.0,-0.42608198101496786,0.0,1.2356210659959714,0.5377812378694431,1.2752573593333452,0.3896973475834482,-0.03963629333735952,0.1480838902859709,0.10696342540722407,0.039581297849647895,0.45277187873375635,0.3094148408537251,0.7651341955780726,0.6836423990195719,0.8047704889154463,0.5355585087335779,-0.03963629333735952,0.1480838902859709,0.10696342540722407,0.039581297849647895,0.45277187873375635,0.3094148408537251,0.641641551449565,0.641641551449565,0.07908618914288823,-7.899473271066881e-07,0.07908618914288823,0.07908618914288823,0.07908618914288823,0.0,0.438191540481947,0.438191540481947,0.30171815919023803,-9.895636567947008e-07,0.30171815919023803,0.30171815919023803,0.30171815919023803,0.0,a_to_b,0.641641551449565,0.07908618914288823,0.43819154048194786,0.3017181591902389,finance,1,0.20345001096761806,0.20345001096761806,-0.2226319700473498,1.9961632968801268e-07,-0.2226319700473498,-0.2226319700473498,-0.2226319700473498,0.0,,,,,,,,,0.8278625833982917,0.5611255156999131,0.3148618443695013,True,True,0.0,0.0,0.0,True,1.9961632968801268e-07,0.0,True,0.0,True,0.0,0.0,True,True,8,river,bank-lex-1,0.0,True,1.0,True,3,3,0.20345001096761717,-0.2226319700473507,8.881784197001252e-16,8.881784197001252e-16,True,True,True,1.0,ok,True,True,True,True,True,True,36.23494193082804,False,river,1,0.8130875585118292,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
5.72616081713478e-05,6.26735962022485e-05,4.737987567686588e-05,0.06858800675277658,0.06707171369024141,0.0605829719042736,0.9313547316390521,0.9328656127135563,0.9393696482200495,151,0.00921630859375,True,True,True,-7.0882425850538855,river,0.6306547343222985,0.6306547343222986,37.79764805554588,37.79764805554587,0.8221817430112263,0.822181743011226,5.411988030900699e-06,-9.881732494481922e-06,-0.0015162930625351734,-0.008005034848502984,0.0015108810745041446,0.0080149165809974,0.0,-0.1779941323292924,-0.27974267097492067,-0.10174853864562783,0.0,-0.1779941323292924,0.0,-0.3377064392740907,-1.3511009135578966,0.12688660824158404,-0.7442065833021534,-0.46459304751569164,-0.6068943302557415,0.0153425331661519,0.03133506390599831,0.3906404672802787,0.38160630529461853,-0.3104125565238949,-0.9088400437878654,0.1541804909917781,-0.3019457135321222,-0.46459304751569164,-0.6068943302557415,0.0153425331661519,0.03133506390599831,0.3906404672802787,0.38160630529461853,0.0903098610449824,0.0903098610449824,-0.18943280992993827,6.432458281580011e-07,-0.18943280992993827,-0.18943280992993827,-0.18943280992993827,0.0,-0.0223552902141142,-0.0223552902141142,-0.12410382885974247,-6.320147383220842e-07,-0.12410382885974247,-0.12410382885974247,-0.12410382885974247,0.0,a_to_b,0.0903098610449824,-0.18943280992993827,-0.0223552902141142,-0.12410382885974203,finance,1,0.1126651512590966,0.1126651512590966,-0.0653289810701958,1.2752605664800853e-06,-0.0653289810701958,-0.0653289810701958,-0.0653289810701958,0.0,,,,,,,,,0.9021695835248515,0.4319210162973421,0.18655576431933174,True,True,0.0,0.0,0.0,True,1.2752605664800853e-06,0.0,True,0.0,True,0.0,0.0,True,True,12,river,bank-lex-1,0.0,True,1.0,True,3,3,0.1126651512590966,-0.06532898107019625,0.0,4.440892098500626e-16,True,True,True,1.0,ok,True,True,True,True,True,True,45.97237578775789,False,river,1,0.8805889960273859,1.0,0.0,1.0,0.0,1.0,True,True,True,True,True,True,True,True,bank,0
0.00025004116156419545,0.00020441272782097336,0.0003319024457104061,0.00473583225520427,0.002746043235940988,0.002084734829524918,0.9950141265832315,0.997049544036238,0.9975833627247648,53,0.00323486328125,True,True,True,-2.941287206283313,finance,0.4563828189419448,0.4563828189419448,21.020444861540494,21.020444861540494,0.573990678361662,0.573990678361662,-4.562843374322209e-05,8.186128414621065e-05,-0.0019897890192632816,-0.002651097425679352,0.002035417453006505,0.00256923614153326,0.0,0.7602193471475385,0.48469996194216236,-0.2755193852053761,0.0,0.7602193471475385,0.0,0.33273824698162,0.47521006961151,0.16635757789221195,0.2922537084611321,0.1663806690894063,0.18295636115036373,0.0713723330912116,0.13837919774429305,0.5334042997475154,0.3603064799239182,-0.3382698563299815,-0.6522096638085557,-0.5046505254193896,-0.8351660249589345,0.1663806690894063,0.18295636115036373,0.0713723330912116,0.13837919774429305,0.5334042997475154,0.3603064799239182,-0.20148442499257158,-0.20148442499257158,0.2832155369495908,2.782073753593295e-07,0.2832155369495908,0.2832155369495908,0.2832155369495908,0.0,-0.5449964255834017,-0.5449964255834017,-0.8205158107887778,7.234697108060573e-08,-0.8205158107887778,-0.8205158107887778,-0.8205158107887778,0.0,b_to_a,-0.20148442499257158,0.2832155369495908,-0.5449964255834017,-0.8205158107887778,river,1,0.3435120005908301,0.3435120005908301,1.1037313477383686,2.0586040427872376e-07,1.1037313477383686,1.1037313477383686,1.1037313477383686,0.0,,,,,,,,,0.9128983792282955,0.40851212409511156,0.16688215553270416,True,True,0.0,0.0,0.0,True,2.0586040427872376e-07,0.0,True,0.0,True,0.0,0.0,True,True,4,finance,bank-lex-1,8.881784197001252e-16,True,1.0,True,3,3,0.3435120005908301,1.1037313477383686,0.0,0.0,True,True,True,1.0,ok,True,True,True,True,True,True,36.62157880601654,False,finance,1,0.8966009459839117,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True,True,bank,0
